,game,developers,publishers,franchises,features,released_date,platform,genres,score,score_text,esrb,esrb_info
2402,Ninja Gaiden [Arcade],['Tecmo'],"['Tecmo', 'Hamster Corporation']","['Ninja Gaiden', 'Arcade Archives']",,2009-12-21 00:00:00,"['PlayStation 4', 'Nintendo Switch', 'Wii', 'Arcade']",['Action'],5.0,mediocre,Everyone 10+,"['Suggestive Themes', 'Alcohol Reference', 'Violence']"
2403,Valorant,['Riot Games'],['Riot Games'],,['Online Versus Multiplayer'],2020-06-02 00:00:00,['PC'],['Shooter'],9.0,amazing,Teen,"['Blood', 'Language', 'Violence', ' In-Game Purchases', ' Users Interact']"
2404,Gold and Glory: The Road to El Dorado,"['Light and Shadow Productions', 'DreamWorks Interactive', 'Revolution Software Ltd.', 'Planet Interactive']","['Ubisoft', 'Light and Shadow Productions']",['The Road to El Dorado'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock']",2000-06-30 00:00:00,"['PC', 'Dreamcast', 'PlayStation', 'Game Boy Color', 'PlayStation 2']",['Adventure'],4.2,bad,Everyone,['Mild Animated Violence']
2405,Saints Row 2,"['G5 Entertainment', 'Volition']","['THQ', 'THQ Wireless']",['Saints Row'],"['Number Of Players', 'Online - VS Number Of Players', 'Online']",2008-10-01 00:00:00,"['PlayStation 3', 'PC', 'Xbox 360', 'Wireless']",['Action'],8.0,great,Mature,"['Intense Violence', 'Use of Drugs', 'Strong Language', 'Blood and Gore', 'Sexual Content']"
2406,Twinkle Star Sprites,"['ADK', 'SNK [1978-2001]', 'DotEmu']","['SNK [1978-2001]', 'SNK Playmore']",['ACA NeoGeo'],"['Online Leaderboards', 'Offline Versus Multiplayer', 'Online Versus Multiplayer']",1996-12-30 00:00:00,"['iPhone', 'Android', 'Nintendo Switch', 'PlayStation 4', 'Xbox One', 'PC', 'Dreamcast', 'NeoGeo', 'Arcade', 'NeoGeo CD', 'Saturn']","['Action', 'SHMUP']",5.8,mediocre,Everyone,['Mild Fantasy Violence']
2407,Serious Sam: The Random Encounter,['Vlambeer'],['Croteam'],['Serious Sam'],,2011-10-24 00:00:00,['PC'],['RPG'],7.0,good,,
2408,Star Monkey,['Small Rockets'],['Small Rockets'],,"['Memory Card', 'Online', 'Number Of Players']",2000-08-16 00:00:00,['PC'],['Action'],7.7,good,Rating Pending,
2409,Dungeon Hunter 4,['Gameloft'],['Gameloft'],['Dungeon Hunter'],,2013-04-11 00:00:00,"['Android', 'iPhone']",['Adventure'],5.5,mediocre,,
2410,Tetris Evolution,['Mass Media'],['THQ'],['Tetris'],"['Number Of Players', 'Online', 'Online - VS Number Of Players']",2007-03-19 00:00:00,['Xbox 360'],"['Puzzle', 'Action']",6.3,okay,Everyone,
2411,Indy Racing 2000,"['Real Sports', 'Paradigm Entertainment']","['Infogrames', 'Electro Source']",,"['Number Of Players', 'Memory Card', 'Vibration', 'Steering Wheel Support']",2000-06-09 00:00:00,"['PC', 'Nintendo 64']",['Racing'],8.0,great,Everyone,
2412,Blur,"['Glu Mobile', 'Bizarre Creations']","['Square Enix', 'Activision', 'Glu Mobile']",,"['Number Of Players', 'Online - VS Number Of Players', 'Online Leaderboards', 'Online', 'Local - VS # of Players', 'Online Versus Multiplayer']",2010-05-22 00:00:00,"['Xbox 360', 'PlayStation 3', 'Wireless', 'PC']",['Racing'],7.0,good,Everyone 10+,['Mild Violence']
2413,Savage 2: A Tortured Soul,['S2 Games'],['S2 Games'],,['Online'],2008-01-16 00:00:00,['PC'],['Shooter'],8.3,great,Teen,"['Blood', 'Violence']"
2414,Raiden Fighters Aces,['Gulti'],"['Valcon Games', 'Success']",['Raiden'],"['Online Leaderboards', '16:9', 'Local - Co-Op # of Players', 'Dolby Digital', '480p', '1080i', '720p', 'Number Of Players']",2008-03-27 00:00:00,['Xbox 360'],['Shooter'],7.3,good,Everyone 10+,['Mild Language; Mild Fantasy Violence']
2415,Back to the Future: The Game -- Episode 5: Outatime,['Telltale Games'],['Telltale Games'],['Back to the Future'],['Number Of Players'],2011-02-15 00:00:00,"['Macintosh', 'PC', 'PlayStation 3']","['Adventure', 'Episodic']",7.0,good,Teen,"['Use of Alcohol', 'Language', 'Suggestive Themes', 'Fantasy Violence']"
2416,MotoHeroz,['Game Center'],"['Red Lynx', 'Ubisoft']",,"['16:9', 'Online Leaderboards', 'Local - VS # of Players', 'Number Of Players']",2011-03-15 00:00:00,"['Wii', 'iPhone']","['Racing', 'Action']",9.0,amazing,Everyone,['No Descriptors']
2417,Ms. Pac-Man,"['Atari Inc. (1972-1984)', 'Namco', 'Tengen', 'Atari Corp. (1984-2003)', 'Namco Networks', 'Williams Entertainment Inc.', 'Innerprise', 'Atarisoft (PC division)']","['Bandai Namco Games', 'Atari Inc. (1972-1984)', 'Time Warner Interactive Entertainment', 'Namco', 'Atari Corp. (1984-2003)', 'Tengen', 'GTI Software', 'Namco Networks', 'Williams Entertainment Inc.', 'Atarisoft (PC division)']",['Pac-Man'],"['Memory Card', 'Offline Versus Multiplayer']",1982-07-05 00:00:00,"['PlayStation 4', 'PC', 'Xbox One', 'iPhone', 'Xbox 360', 'Super Nintendo Entertainment System', 'NES', 'Game Boy', 'Genesis', 'Atari Lynx', 'Commodore 64/128', 'Atari 5200', 'Atari 2600', 'Wireless', 'Xbox', 'Game Gear', 'Arcade', 'Atari 7800']",['Action'],6.0,okay,,
2418,Battlezone: Rise of the Black Dogs,['Climax Studios'],['Crave Entertainment'],['Battlezone'],"['Vibration', 'Memory Card', 'Offline Versus Multiplayer']",2000-03-29 00:00:00,['Nintendo 64'],['Action'],3.9,awful,Everyone,['Animated Violence']
2419,Madstone,['Riverman Media'],['Riverman Media'],,['Number Of Players'],2008-10-06 00:00:00,['Wii'],['Puzzle'],4.0,bad,Everyone,
2420,Beyond Oasis,"['SEGA', 'Ancient']",['SEGA'],,,1994-12-08 00:00:00,"['Nintendo Switch', 'PC', 'Wii', 'Genesis']","['Action', 'Adventure', 'RPG']",8.0,great,Everyone,['Animated Violence']
2421,EverQuest: Ruins of Kunark,['Verant Interactive'],['Sony Online Entertainment'],['EverQuest'],"['Number Of Players', 'Online', 'EAX']",2000-04-24 00:00:00,['PC'],"['DLC / Expansion', 'RPG']",8.5,great,Teen,"['Suggestive Themes', 'Animated Violence', 'Animated Blood and Gore']"
2422,Ty the Tasmanian Tiger,['Krome Studios'],['Electronic Arts'],['Ty the Tasmanian Tiger'],"['Memory Card', 'Vibration', 'DualShock', 'Memory Blocks', '16:9', '480p']",2002-10-08 00:00:00,"['Xbox', 'PlayStation 2', 'GameCube']",['Platformer'],7.9,good,Everyone,"['Mild Realistic Violence', 'Realistic Violence', 'Animated Violence']"
2423,Tiger Woods PGA Tour 2003,"['Electronic Arts', 'Headgate Studios']","['Aspyr', 'Electronic Arts', 'ACE (2)', 'Fillpoint']",,"['480p', 'Dolby Digital', 'Number Of Players', 'Memory Blocks', 'Memory Card', 'Online', 'DualShock', 'Vibration']",2002-10-29 00:00:00,"['PC', 'GameCube', 'PlayStation 2', 'Xbox', 'Macintosh']",['Sports'],8.5,great,Everyone,['No Descriptors']
2424,NHL 17,['EA Canada'],['Electronic Arts'],['EA Sports NHL'],,2015-09-13 00:00:00,"['Xbox One', 'PlayStation 4']",['Sports'],8.4,great,Rating Pending,
2425,Dreamfall Chapters,['Red Thread Games'],['Red Thread Games'],['Dreamfall / The Longest Journey'],,2014-10-21 00:00:00,"['PlayStation 4', 'Xbox One', 'PC', 'Macintosh']","['Adventure', 'Point-and-Click']",6.5,okay,Mature,"['Violence', 'Blood', 'Sexual Themes', 'Strong Language']"
2426,Radiant Silvergun,['Treasure'],"['ESP', 'Treasure']",,"['Online Leaderboards', 'Online', 'Offline Co-Op Multiplayer', 'Online Co-Op Multiplayer']",1998-07-26 00:00:00,"['Nintendo Switch', 'Xbox 360', 'Arcade', 'Saturn']",['Shooter'],9.0,amazing,,
2427,Cartoon Network Racing,"['Eutechnyx', 'Firebrand Games']",['Game Factory'],,"['Memory Card', 'Online', 'Offline Versus Multiplayer', 'Online Versus Multiplayer']",2006-10-26 00:00:00,"['Nintendo DS', 'PlayStation 2']",['Racing'],5.8,mediocre,Everyone,"['Comic Mischief', 'Mild Cartoon Violence']"
2428,I Am Bread,"['Just Add Water Developments', 'Bossa Studios']",['Bossa Studios'],['I Am [Bossa Studios]'],,2014-12-03 00:00:00,"['Xbox One', 'iPhone', 'PlayStation 4', 'PC']","['Action', 'Puzzle']",7.2,good,Everyone 10+,['Violent References']
2429,B-17 Flying Fortress: The Mighty 8th!,['Wayward'],"['Hasbro Interactive', 'Microprose']",,['Number Of Players'],2000-12-31 00:00:00,['PC'],"['Simulation', 'Flight']",8.0,great,Teen,['Animated Violence']
2430,TV Show King,['Gameloft'],['Gameloft'],,"['Number Of Players', 'Local - VS # of Players']",2008-05-12 00:00:00,"['PlayStation 3', 'Wii']",['Trivia'],6.4,okay,Everyone 10+,"['Mild Suggestive Themes', 'Alcohol Reference', 'Alcohol and/or Tobacco References', 'Mild Language', 'Violent References']"
2431,Cars 2,['Avalanche Software (USA)'],['Disney Interactive Studios'],['Disney-Pixar Cars'],"['Downloadable Content', 'Offline Versus Multiplayer']",2011-06-21 00:00:00,"['Xbox 360', 'PlayStation 3', 'Wii', 'PC', 'Macintosh']","['Action', 'Racing']",8.0,great,Everyone,"['Comic Mischief', 'No Descriptors', 'Violent References', 'Cartoon Violence']"
2432,Petz Rescue: Wildlife Vet,"['Lexis Numerique', 'Virtual Toys']",['Ubisoft'],['Petz'],,2008-10-21 00:00:00,"['Nintendo DS', 'Wii']",['Virtual Pet'],7.0,good,Everyone,"['Violent References', 'Mild Blood']"
2433,Tekken 6,['Namco'],"['Bandai Namco Games', 'Namco']",['Tekken'],"['Memory Card', '16:9', '480p', '720p', 'Online', 'Multi-cartridge Multiplayer', 'Offline Versus Multiplayer', 'Online Versus Multiplayer']",2007-12-31 00:00:00,"['PlayStation Portable', 'PlayStation 3', 'Xbox 360', 'Arcade']",['Fighting'],8.8,great,Teen,"['Violence', 'Crude Humor', 'Mild Language', 'Suggestive Themes', 'Alcohol Reference']"
2434,Daemon x Machina,['Marvelous First Studio'],"['Nintendo', 'Xseed Games']",,['Steam Deck Playable'],2019-09-13 00:00:00,"['PC', 'Nintendo Switch']",['Action'],6.5,okay,Teen,"['Fantasy Violence', 'Mild Blood', 'Mild Language', ' Users Interact', ' In-Game Purchases']"
2435,Dark Souls II: Scholar of the First Sin,['FromSoftware'],['Bandai Namco Games'],['Dark Souls'],['Steam Deck Verified'],2015-04-07 00:00:00,"['Xbox 360', 'PlayStation 3', 'PC', 'Xbox One', 'PlayStation 4']","['Action', 'RPG']",9.0,amazing,Teen,"['Blood and Gore', 'Mild Language', 'Partial Nudity', 'Violence', 'Includes online features that may expose players to unrated user-generated content']"
2436,The Binding of Isaac: Rebirth,['Nicalis'],['Nicalis'],['The Binding of Isaac'],['Steam Deck Verified'],2014-11-04 00:00:00,"['PlayStation 4', 'Nintendo Switch', 'Wii U', 'Xbox One', 'PlayStation Vita', 'PC', 'PlayStation 3', 'Macintosh']",['RPG'],9.0,amazing,Mature,"['Blood and Gore', 'Crude Humor', 'Violence']"
2437,NHL 21,['EA Canada'],['Electronic Arts'],['EA Sports NHL'],,2020-10-16 00:00:00,"['PlayStation 4', 'Xbox One']",['Hockey'],6.0,okay,Everyone 10+,"['Mild Violence', ' Users Interact', ' In-Game Purchases (Includes Random Items)']"
2438,Rugrats: The Search for Reptar,['n-Space'],['THQ'],['Rugrats'],"['Number Of Players', 'Memory Card', 'DualShock']",1998-11-30 00:00:00,['PlayStation'],['Platformer'],6.5,okay,Everyone,
2439,The Sims 2: FreeTime,['Maxis'],['Electronic Arts'],['The Sims'],['Number Of Players'],2008-02-26 00:00:00,['PC'],"['Simulation', 'DLC / Expansion']",8.3,great,Teen,"['Violence', 'Sexual Themes', 'Crude Humor']"
2440,Game of Thrones: Episode 5 -- A Nest Of Vipers,['Telltale Games'],['Telltale Games'],['Game of Thrones'],,2015-07-21 00:00:00,"['iPhone', 'Android', 'Xbox 360', 'Xbox One', 'PlayStation 3', 'PlayStation 4', 'Macintosh', 'PC']","['Adventure', 'Episodic']",6.5,okay,Mature,"['Intense Violence', 'Blood and Gore', 'Sexual Themes', 'Strong Language']"
2441,Scott Pilgrim vs. The World: The Game,"['Ubisoft Montreal', 'Ubisoft Chengdu']",['Ubisoft'],['Scott Pilgrim'],"['Number Of Players', 'Dolby Digital', '16:9', '480p', '720p', 'Downloadable Content', 'Online Leaderboards', 'Local - Co-Op # of Players']",2010-08-10 00:00:00,"['Xbox One', 'PlayStation 4', 'PC', 'Nintendo Switch', 'Stadia', 'Xbox 360', 'PlayStation 3']","['Action', 'Fighting']",8.0,great,Teen,"['Mild Blood', 'Cartoon Violence', 'Partial Nudity', 'Language', ' Users Interact']"
2442,Assassin's Creed II,['Ubisoft Montreal'],['Ubisoft'],"[""Assassin's Creed""]",['Console-To-Handheld System Link'],2009-11-17 00:00:00,"['Macintosh', 'PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Adventure', 'Open-World']",9.2,amazing,Mature,"['Blood', 'Intense Violence', 'Sexual Content', 'Strong Language', 'Online Interactions Not Rated by the ESRB']"
2443,Mighty No. 9,"['Inti Creates', 'Comcept']","['Comcept', 'Deep Silver']",,"['Online Co-Op Multiplayer', 'Online Versus Multiplayer']",2016-06-21 00:00:00,"['Nintendo 3DS', 'PlayStation Vita', 'Xbox 360', 'PC', 'Wii U', 'PlayStation 3', 'Macintosh', 'Xbox One', 'PlayStation 4']","['Action', 'Platformer']",5.6,mediocre,Everyone 10+,"['Cartoon Violence', 'Includes online features that may expose players to unrated user-generated content']"
2444,NCAA March Madness 08,['EA Canada'],['Electronic Arts'],['EA Sports NCAA March Madness'],,2007-12-11 00:00:00,"['Xbox 360', 'PlayStation 3']",['Sports'],7.4,good,Everyone,['No Descriptors']
2445,Syndicate Wars,['Bullfrog Productions'],['Electronic Arts'],['Syndicate'],['Number Of Players'],1996-05-24 00:00:00,"['PlayStation Portable', 'PlayStation 3', 'PC', 'PlayStation']",['Strategy'],5.0,mediocre,,
2446,Lumines Live!,['Q Entertainment'],['Q Entertainment'],['Lumines'],"['16:9', '480p', '720p', 'Downloadable Content', 'Online Leaderboards', 'Online', 'Offline Versus Multiplayer', 'Online Versus Multiplayer']",2006-10-18 00:00:00,['Xbox 360'],"['Action', 'Puzzle']",7.8,good,Everyone,['No Descriptors']
2447,EyeToy: Operation Spy,"['SIE Europe', 'SIE London Studio']",['Sony Computer Entertainment'],['EyeToy'],"['Number Of Players', 'Memory Card', 'Gaming Camera']",2005-11-15 00:00:00,['PlayStation 2'],['Action'],6.0,okay,Everyone,['Mild Violence']
2448,Fleet Command,['Sonalysts Combat Simulations (SCS)'],"['Electronic Arts', ""Jane's Combat Simulations""]","[""Jane's Combat Simulations""]","['Memory Card', 'Online']",1999-05-15 00:00:00,['PC'],['Strategy'],6.8,okay,Everyone,['Animated Violence']
2449,MechWarrior 4: Inner Sphere Mech Pak,"['Cyberlore Studios (later Minerva)', 'FASA Studio']",['Microsoft'],['MechWarrior'],"['Number Of Players', 'Vibration', 'Online']",2002-06-15 00:00:00,['PC'],"['Action', 'Simulation', 'DLC / Expansion']",5.5,mediocre,Teen,['Violence']
2450,Halo 3,['Bungie Software'],['Microsoft'],['Halo'],"['Memory Card', 'Custom Soundtrack', '16:9', '720p', 'Downloadable Content', 'Online', 'System Link / LAN', 'Dolby Digital 5.1', 'Online Co-Op Multiplayer', 'Online Versus Multiplayer']",2007-09-25 00:00:00,['Xbox 360'],['Shooter'],9.5,amazing,Mature,"['Violence', 'Mild Language', 'Blood and Gore']"
2451,The Plateau,['SpoonJuice'],['SpoonJuice'],,"['Online', 'Number Of Players']",2008-12-01 00:00:00,"['Android', 'iPhone']",['Puzzle'],8.5,great,,
2452,MTV Music Generator,['Jester Interactive'],['Codemasters'],,"['Memory Card', 'Number Of Players']",1999-12-15 00:00:00,"['PC', 'PlayStation']","['Music', 'Editor']",9.0,amazing,Everyone,['Suitable for Persons Ages Six and Older']
2453,American McGee's Alice,"['Rogue Entertainment', 'Electronic Arts']","['Aspyr', 'Electronic Arts']","[""American McGee's Alice""]","['Memory Card', 'EAX']",2000-12-05 00:00:00,"['PlayStation 3', 'Xbox 360', 'Macintosh', 'PC']","['Action', 'Shooter', 'Compilation']",9.4,amazing,Mature,"['Blood and Gore', 'Violence']"
2454,Balloon Pop,['Dreams'],['UFO Interactive'],,"['Number Of Players', 'Local - VS # of Players']",2008-02-19 00:00:00,"['Nintendo DS', 'Wii']",['Puzzle'],4.7,bad,Everyone,['No Descriptors']
2455,Age of Empires III,"['Glu Mobile', 'Ensemble Studios']","['Glu Mobile', 'Destineer', 'Microsoft']",['Age of Empires'],['Number Of Players'],2005-10-18 00:00:00,"['Wireless', 'Macintosh', 'PC']",['Strategy'],8.8,great,Teen,"['Blood', 'Violence']"
2456,Persona 4 Arena Ultimax,"['Atlus', 'ARC System Works', 'P-Studio']",['Atlus'],"['Megami Tensei', 'Persona']",['Offline Versus Multiplayer'],2013-11-28 00:00:00,"['PlayStation 4', 'Nintendo Switch', 'PC', 'PlayStation 3', 'Xbox 360', 'Arcade']",['Fighting'],9.1,amazing,Teen,"['Mild Blood', 'Suggestive Themes', 'Violence', 'Language', 'Use of Tobacco', 'Includes online features that may expose players to unrated user-generated content']"
2457,Sheep Defense,['SIE Japan Studio'],['Sony Computer Entertainment'],,,2010-04-15 00:00:00,['PlayStation Portable'],['Strategy'],5.0,mediocre,Everyone,['Mild Cartoon Violence']
2458,Kawasaki Snowmobiles,['Data Design Interactive'],"['Metro 3D (M3)', 'Bold Games (Destineer)']",,,2007-02-23 00:00:00,"['Wii', 'PC', 'PlayStation 2']",['Racing'],2.1,painful,,
2459,The Jim and Frank Mysteries: The Blood River Files,['Chillingo'],['Chillingo'],,['Number Of Players'],2010-07-09 00:00:00,['iPhone'],['Adventure'],7.5,good,,
2460,World Championship Pool 2007,['Blade Interactive'],"['SEGA', 'I-play']",,['Number Of Players'],2007-01-12 00:00:00,"['Nintendo DS', 'Wireless', 'PlayStation 3', 'Xbox 360', 'PlayStation Portable', 'PlayStation 2', 'PC']",['Sports'],7.2,good,,
2461,Renegade Racers,"['Interplay Sports', 'Interplay', 'Promethean Designs']","['Interplay', 'ACE (2)']",,"['DualShock', 'Vibration', 'Number Of Players', 'Memory Card']",2000-02-28 00:00:00,"['Dreamcast', 'PlayStation', 'PC', 'Nintendo 64']",['Racing'],4.5,bad,,
2462,Hard Hitter Tennis,['Mahou'],"['Mahou', 'Atlus', 'Midas Interactive Entertainment']",,"['Vibration', 'Memory Blocks', 'Memory Card', 'Number Of Players', 'DualShock', 'Stereo Surround']",2001-06-28 00:00:00,['PlayStation 2'],['Sports'],4.0,bad,Everyone,
2463,Rory McIlroy PGA Tour,,['Electronic Arts'],,,2015-06-29 00:00:00,"['PlayStation 4', 'Xbox One']","['Sports', 'Golf']",5.5,mediocre,Everyone,"['No Descriptors', 'Includes online features that may expose players to unrated user-generated content']"
2464,Theatrhythm Final Fantasy: Curtain Call,"['Square Enix', 'indieszero']",['Square Enix'],"['Final Fantasy', 'Theatrhythm']",,2014-04-24 00:00:00,['Nintendo 3DS'],"['Music', 'RPG']",8.5,great,Teen,"['Features downloadable music content that may be inconsistent with the ESRB rating', 'Blood', 'Fantasy Violence', 'Mild Language', 'Mild Suggestive Themes', 'Includes online features that may expose players to unrated user-generated content']"
2465,Mega Man X4,['Capcom'],"['Capcom', 'Media Kite']",['Mega Man'],"['Number Of Players', 'Memory Card']",1997-08-01 00:00:00,"['PlayStation 3', 'PlayStation Portable', 'PlayStation Vita', 'PC', 'PlayStation', 'Saturn']",['Action'],7.0,good,,"['Blood', 'Animated Blood', 'Animated Violence']"
2466,Cortex Command,['Data Realms'],['Data Realms'],,"['Number Of Players', 'Local - VS # of Players']",,['PC'],"['Action', 'Simulation']",5.0,mediocre,,
2467,Pacific Storm,['Lesta Studio'],"['Ingram Entertainment', 'cdv Software Entertainment', 'G2 Games', 'Buka Entertainment']",,"['Number Of Players', 'Online']",2006-09-28 00:00:00,['PC'],['Strategy'],8.0,great,Teen,"['Violence', 'Blood']"
2468,Extinction,['Iron Galaxy Studios'],['Maximum Games'],,,2018-04-10 00:00:00,"['PlayStation 4', 'PC', 'Xbox One']",['Action'],6.6,okay,Mature,"['Blood and Gore', 'Violence']"
2469,Sorcery,['The Workshop'],['Sony Computer Entertainment'],,"['1080i', '720p', '480p', 'PlayStation Move', '16:9', 'Dolby Digital']",2012-05-22 00:00:00,['PlayStation 3'],['Adventure'],7.5,good,Everyone 10+,"['Fantasy Violence', 'Mild Suggestive Themes', 'Mild Blood']"
2470,Marble Saga: Kororinpa,['Hudson Soft'],['Hudson Soft'],['Kororinpa'],"['Downloadable Content', 'Online Leaderboards', 'Personal Avatar', 'Wii Balance Board', 'Offline Versus Multiplayer']",2009-03-17 00:00:00,['Wii'],"['Action', 'Puzzle']",6.5,okay,Everyone,
2471,TNA Wrestling (2009),['Longtail Studios'],['Longtail Studios'],,['Number Of Players'],2009-03-30 00:00:00,['iPhone'],['Wrestling'],7.0,good,,
2472,Mario + Rabbids Kingdom Battle,['Ubisoft Milan'],['Nintendo'],"['Mario', 'Rabbids']","['Offline Versus Multiplayer', 'Amiibo']",2017-08-29 00:00:00,['Nintendo Switch'],['Strategy'],7.7,good,Everyone 10+,"['Cartoon Violence', 'Comic Mischief', 'Mild Language']"
2473,Surviving Mars,['Haemimont Games AD'],['Paradox  Interactive'],['Surviving [Paradox Interactive]'],,2018-03-15 00:00:00,"['PlayStation 4', 'PC', 'Macintosh', 'Xbox One']",['Simulation'],7.8,good,Everyone 10+,"['Alcohol Reference', 'Fantasy Violence', 'Mild Language', 'Online Interactions Not Rated by the ESRB']"
2474,World of Warcraft: Legion,['Blizzard Entertainment'],['Blizzard Entertainment'],['Warcraft'],"['Online Versus Multiplayer', 'Online Co-Op Multiplayer', 'Online']",2016-08-30 00:00:00,"['PC', 'Macintosh']","['RPG', 'MMO']",9.1,amazing,Teen,"['Blood and Gore', 'Crude Humor', 'Mild Language', 'Suggestive Themes', 'Use of Alcohol', 'Violence', 'Online Interactions Not Rated by the ESRB']"
2475,DuckTales Remastered,['WayForward Technologies'],['Capcom'],['DuckTales'],,2013-04-01 00:00:00,"['Xbox 360', 'Wii U', 'PC', 'PlayStation 3', 'iPhone']",['Platformer'],7.0,good,Rating Pending,
2476,IHRA Drag Racing 2004,"['Super Happy Fun Fun, Inc.']",['Bethesda  Softworks'],,"['Memory Card', 'Online']",2003-12-25 00:00:00,['Xbox'],['Racing'],1.9,unbearable,Everyone,
2477,Descent 3,['Outrage'],"['GraphSim', 'Interplay']",,"['Memory Card', 'Number Of Players', 'DualShock', 'Online', 'Vibration', 'EAX']",1999-05-15 00:00:00,"['Macintosh', 'PC']",['Shooter'],9.0,amazing,Teen,['Animated Violence']
2478,Kengo: Master of Bushido,['Lightweight'],"['ACE (2)', 'Crave Entertainment']",,"['Number Of Players', 'Memory Card', 'DualShock']",2001-01-02 00:00:00,['PlayStation 2'],['Fighting'],6.0,okay,Mature,"['Blood', 'Animated Violence']"
2479,Silent Hill: The Escape,['Konami'],['Konami'],['Silent Hill'],,2007-12-31 00:00:00,"['iPhone', 'Wireless']","['Action', 'Adventure']",5.3,mediocre,,
2480,NBA in the Zone 2000,"['Konami', 'Konami OSA (KCEO)']","['ACE (2)', 'Konami', 'Electro Source']",,"['Number Of Players', 'Vibration', 'Memory Card', 'DualShock']",2000-01-27 00:00:00,"['Nintendo 64', 'PlayStation']",['Sports'],4.5,bad,Everyone,['No Descriptors']
2481,Surf Rocket Racer,['CRI'],"['Electro Source', 'Crave Entertainment']",,"['Number Of Players', 'Local - VS # of Players', 'Vibration', 'Memory Card']",2000-12-31 00:00:00,['Dreamcast'],['Sports'],7.2,good,Everyone,
2482,Hot Wired,['IncaGold'],['Xicat Interactive'],,"['Number Of Players', 'Memory Card']",2001-06-22 00:00:00,['PC'],['Racing'],5.3,mediocre,Everyone,['Violence']
2483,The Walking Dead: Saints & Sinners,['Skydance Interactive'],['Skydance Interactive'],['The Walking Dead'],['VR'],2020-01-23 00:00:00,"['PlayStation 4', 'PC']","['Action', 'VR']",9.0,amazing,Mature,"['Intense Violence', 'Blood and Gore', 'Use of Tobacco', 'Strong Language']"
2484,Sonic Dash,['SEGA'],['SEGA'],['Sonic the Hedgehog'],['Number Of Players'],2013-03-07 00:00:00,"['Android', 'iPhone']",['Action'],6.1,okay,,
2485,Sekiro: Shadows Die Twice,['FromSoftware'],['Activision'],,['Steam Deck Verified'],2019-03-22 00:00:00,"['Stadia', 'PlayStation 4', 'PC', 'Xbox One']",['Action'],9.5,amazing,Mature,"['Blood and Gore', 'Violence']"
2486,ATV Offroad Fury,['Rainbow Studios'],['Sony Computer Entertainment'],['ATV Offroad Fury'],"['Memory Card', 'Vibration', 'DualShock', 'Steering Wheel Support']",2001-02-07 00:00:00,['PlayStation 2'],"['Racing', 'Off-Road']",8.7,great,Everyone,['No Descriptors']
2487,Spider-Man 2 [2004],['Treyarch'],['Activision'],,"['Dolby Pro Logic II', 'Memory Card', '480p', 'Vibration', 'DualShock', 'Dolby Digital']",2004-06-28 00:00:00,"['PlayStation 2', 'GameCube', 'Xbox']","['Action', 'Adventure', 'Open-World']",8.8,great,Teen,['Violence']
2488,Magnacarta 2,['Softmax'],"['Banpresto', 'Bandai Namco Games']",,['Number Of Players'],2009-10-13 00:00:00,['Xbox 360'],['RPG'],6.8,okay,Teen,"['Fantasy Violence', 'Mild Language', 'Mild Suggestive Themes']"
2489,Hotline Miami,['Dennaton Games'],['Devolver Digital'],['Hotline Miami'],['Steam Deck Verified'],2012-10-23 00:00:00,"['Stadia', 'PlayStation 4', 'PlayStation Vita', 'PlayStation 3', 'Macintosh', 'PC']",['Action'],8.8,great,Mature,"['Blood and Gore', 'Intense Violence', 'Drug References', 'Crude Humor', 'Strong Language']"
2490,Wings Over Israel,['Third Wire'],['Third Wire'],,,2008-02-18 00:00:00,['PC'],"['Flight', 'Simulation']",8.0,great,,
2491,Dark Lords,['Gamehunter'],['Gamehunter'],,,2010-11-21 00:00:00,['iPhone'],['Strategy'],7.5,good,,
2492,Sam & Max: Season Two -- Episode #3: Night of the Raving Dead,['Telltale Games'],"['GameTap', 'Telltale Games']",['Sam and Max'],['Number Of Players'],2008-02-12 00:00:00,['PC'],"['Adventure', 'Episodic']",6.8,okay,,
2493,Bubble Bash,['Gameloft'],['Gameloft'],,['Number Of Players'],2006-12-01 00:00:00,"['iPhone', 'Wireless']",['Puzzle'],8.5,great,,
2494,Puyo Pop [N-Gage],['Lavastorm Engineering'],['SEGA Mobile'],,"['Number Of Players', 'System Link / LAN', 'Memory Card']",2003-10-07 00:00:00,[],['Puzzle'],5.0,mediocre,Everyone,
2495,Silent Hill,['Konami'],['Konami'],['Silent Hill'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock']",1999-02-24 00:00:00,"['PlayStation 3', 'PlayStation Portable', 'PlayStation']",['Adventure'],9.0,amazing,Mature,"['Animated Blood and Gore', 'Animated Violence', 'Blood and Gore', 'Violence']"
2496,Dragon Age: Origins -- Darkspawn Chronicles,['BioWare'],['Electronic Arts'],['Dragon Age'],"['720p', 'Number Of Players', 'Downloadable Content', 'DualShock', '16:9', 'Dolby Digital', '480p']",2010-05-18 00:00:00,"['Macintosh', 'Xbox 360', 'PlayStation 3', 'PC']","['RPG', 'DLC / Expansion']",6.5,okay,Mature,"['Partial Nudity', 'Language', 'Sexual Content', 'Blood', 'Intense Violence']"
