,game,developers,publishers,franchises,features,released_date,platform,genres,score,score_text,esrb,esrb_info
9953,Disney Epic Mickey 2: The Power of Two,"['Junction Point Studios', 'Heavy Iron Studios']","['Disney Interactive Studios', 'Nintendo']",['Disney'],"['Local - Co-Op # of Players', 'PlayStation Move', 'Number Of Players', 'Online - VS Number Of Players']",2012-11-18 00:00:00,"['PlayStation Vita', 'Wii U', 'Wii', 'Xbox 360', 'PlayStation 3', 'Macintosh', 'PC']","['Adventure', 'Action']",6.0,okay,Everyone,['Cartoon Violence']
9954,Scooby-Doo! Mystery of the Fun Park Phantom,['EAI Interactive'],['SouthPeak Games'],['Scooby Doo'],"['Number Of Players', 'Online']",1999-12-28 00:00:00,['PC'],['Adventure'],5.2,mediocre,,
9955,Neo: The World Ends with You,"['Square Enix', 'HAND']",['Square Enix'],['The World Ends with You'],,2021-07-27 00:00:00,"['PC', 'PlayStation 4', 'Nintendo Switch']","['Action', 'RPG']",7.0,good,Teen,"['Mild Suggestive Themes', 'Language', 'Fantasy Violence']"
9956,Rapala Fishing Frenzy,['Fun Labs'],['Activision Value'],['Rapala Fishing'],,2008-09-02 00:00:00,"['PlayStation 3', 'Xbox 360', 'Wii']",['Hunting'],6.0,okay,Everyone,['No Descriptors']
9957,NCIS 3D: The Game,,['Ubisoft'],['NCIS'],"['Number Of Players', 'PlayStation Move']",2011-10-28 00:00:00,"['Nintendo 3DS', 'PlayStation 3', 'Wii', 'Xbox 360', 'PC']",['Adventure'],4.0,bad,Teen,"['Blood', 'Violence', 'Suggestive Themes', 'Mild Language', 'Use of Alcohol']"
9958,Knights of Honor,['Black Sea Studios'],"['Ingram Entertainment', 'Paradox  Interactive']",['Knights of Honor'],"['Number Of Players', 'Online']",2004-10-01 00:00:00,['PC'],"['Strategy', 'Sampler']",7.7,good,Everyone 10+,['Violence']
9959,Sifu,['Sloclap'],['Sloclap'],,,2022-02-08 00:00:00,"['Nintendo Switch', 'PlayStation 5', 'PlayStation 4', 'PC']",['Action'],9.0,amazing,Mature,"['Drug References', 'Blood', 'Strong Language', 'Violence']"
9960,Super Dragon Ball Z Arcade,['Crafts & Meister'],"['Banpresto', 'Atari']",['Dragon Ball'],"['Memory Card', 'DualShock', 'Vibration', 'Offline Versus Multiplayer']",2005-12-31 00:00:00,"['PlayStation 2', 'Arcade']",['Fighting'],7.4,good,,
9961,Mario Party 6,['Hudson Soft'],['Nintendo'],"['Mario', 'Mario Party']","['Memory Card', 'Dolby Pro Logic II', '480p', 'Mic/Headset Voice', 'Offline Versus Multiplayer', 'Voice-Controlled']",2004-11-18 00:00:00,['GameCube'],['Party'],7.0,good,Everyone,['Comic Mischief']
9962,Peter Jacobsen's Golden Tee Golf,['Incredible Technologies'],"['Interplay', 'ACE (2)', 'Infogrames']",,"['Number Of Players', 'Memory Card', 'Online']",1998-02-09 00:00:00,"['PlayStation', 'PC']",['Sports'],7.2,good,Everyone,['No Descriptors']
9963,Tony Hawk's Pro Skater 3 [Past-Gen Version],"['Edge of Reality', 'Shaba Games']",['Activision'],['Tony Hawk Pro Skater'],"['Memory Card', 'Vibration', 'DualShock', 'Offline Versus Multiplayer']",2001-11-01 00:00:00,"['Nintendo 64', 'PlayStation']","['Sports', 'Skateboarding']",9.6,amazing,Everyone,"['Mild Lyrics', 'Violence']"
9964,Gangsters: Organized Crime,['Hothouse Creations'],['Eidos Interactive'],['Gangsters - Organized Crime'],"['Number Of Players', 'Online', 'Memory Card']",1998-12-04 00:00:00,['PC'],['Strategy'],8.5,great,Teen,"['Animated Violence', 'Blood']"
9965,MotorStorm: Arctic Edge,"['Virtuos Games', 'BigBig Studios']",['Sony Computer Entertainment'],['Motorstorm'],"['Custom Soundtrack', 'Online Leaderboards', 'Online', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer', 'Online Versus Multiplayer', 'Offline Versus Multiplayer']",2009-09-17 00:00:00,"['PlayStation Portable', 'PlayStation 2']",['Racing'],8.0,great,Teen,"['Mild Violence', 'Lyric', 'Lyrics']"
9966,Bust-A-Move Deluxe [PSP],['Dreams'],['Taito'],['Bust-a-Move / Puzzle Bobble'],"['Number Of Players', 'Memory Card', 'Multi-cartridge Multiplayer']",2004-12-22 00:00:00,['PlayStation Portable'],['Puzzle'],7.8,good,Everyone,
9967,Incoming,['Rage Software'],"['Interplay', 'ACE (2)', 'MacPlay', 'Global VR', 'Ingram Entertainment']",,"['Number Of Players', 'DualShock', 'Memory Card', 'Online', 'Vibration']",1998-03-23 00:00:00,"['Arcade', 'Macintosh', 'Dreamcast', 'PC']",['Shooter'],7.0,good,Teen,"['Mild Animated Violence', 'Mild Violence']"
9968,Hot Wheels: Velocity X [GBA],['Saffire'],['THQ'],['Hot Wheels'],"['Console-To-Handheld System Link', 'Game Link Cable', 'Offline Versus Multiplayer']",2002-11-05 00:00:00,['Game Boy Advance'],['Racing'],5.5,mediocre,Everyone,['Suitable for Persons Ages Six and Older']
9969,Mega Man Zero,"['Capcom Production Studio 2', 'Inti Creates']",['Capcom'],['Mega Man'],['Memory Card'],2002-09-11 00:00:00,"['Wii U', 'Game Boy Advance']",['Action'],8.8,great,Everyone,['Violence']
9970,FAST Racing Neo,"[""Shin'en""]","[""Shin'en""]",['FAST Racing [Shinen]'],"['Online Versus Multiplayer', 'Offline Versus Multiplayer']",2015-12-10 00:00:00,"['Nintendo Switch', 'Wii U']","['Action', 'Racing']",8.0,great,Everyone,['No Descriptors']
9971,Addiction Pinball,['Team17 Software'],"['Microprose', 'Ingram Entertainment', 'Infogrames']",,"['Number Of Players', 'Memory Card', 'DualShock', 'Vibration']",1998-05-12 00:00:00,"['PC', 'PlayStation', 'Dreamcast']",['Pinball'],8.0,great,Everyone,['No Descriptors']
9972,Ring: The Legend of the Nibelungen,['Cryo Interactive'],['Red Orb'],,"['Number Of Players', 'Online']",1999-07-05 00:00:00,['PC'],['Adventure'],2.7,painful,,
9973,Middle-earth: Shadow of War,['Monolith Productions'],['Warner Bros.  Interactive'],"[""J.R.R. Tolkien's Middle-Earth (Lord of the Rings)""]",['Steam Deck Verified'],2017-10-10 00:00:00,"['Xbox One', 'PlayStation 4', 'PC']","['Action', 'Adventure', 'RPG']",9.0,amazing,Mature,"['Blood and Gore', 'Intense Violence']"
9974,Dungeons of Dredmor,"['Independent', 'Gaslamp Games']","['Independent', 'Gaslamp Games']",,['Number Of Players'],2011-07-14 00:00:00,"['PC', 'Macintosh']",['RPG'],8.5,great,,
9975,Worms World Party,"['Code Monkeys', 'Team17 Software']","['Ubisoft', 'Titus']",['Worms'],"['Memory Card', 'Vibration', 'DualShock', 'Online', 'Offline Versus Multiplayer']",2001-03-30 00:00:00,"['PlayStation', 'Dreamcast', 'PC']",['Strategy'],8.2,great,Everyone,['Violence']
9976,Death Stranding,['Kojima Productions'],"['Sony Computer Entertainment', '505 Games']",['Death Stranding'],"['Online', 'Online Co-Op Multiplayer', 'Steam Deck Verified']",2019-11-07 00:00:00,"['PC', 'PlayStation 4']","['Action', 'Adventure', 'Open-World']",6.8,okay,Mature,"['Partial Nudity', 'Intense Violence', 'Strong Language', 'Blood']"
9977,Railroad Tycoon 3,['PopTop Software'],"['Gathering', 'MacPlay']",,"['Number Of Players', 'Online', 'Memory Card']",2003-10-27 00:00:00,"['Macintosh', 'PC']",['Simulation'],8.8,great,Everyone,['Alcohol Reference']
9978,Fighting Legends,['Maximum Charisma Studios'],['Maximum Charisma Studios'],,"['Online', 'Number Of Players', 'Memory Card']",2001-10-30 00:00:00,['PC'],"['Fighting', 'Action']",6.5,okay,Teen,['Mild Animated Violence']
9979,The Legend of Zelda: Ocarina of Time / Master Quest,"['Nintendo Entertainment Analysis & Development (EAD)', 'Nintendo Software Technology (NST)']",['Nintendo'],['The Legend of Zelda'],"['480p', 'Memory Blocks', 'Number Of Players', 'Memory Card', 'Dolby Pro Logic']",2003-02-18 00:00:00,['GameCube'],"['Action', 'Adventure']",9.0,amazing,Everyone,
9980,Devil May Cry 4 Refrain,,['Capcom'],['Devil May Cry'],['Number Of Players'],2011-02-03 00:00:00,['iPhone'],['Action'],7.0,good,,
9981,Monster Jam Steel Titans 2,['Rainbow Studios'],['THQ Nordic'],['Monster Jam'],"['Offline Versus Multiplayer', 'Online Versus Multiplayer']",2021-03-02 00:00:00,"['Stadia', 'Nintendo Switch', 'PC', 'Xbox One', 'PlayStation 4']",['Racing'],5.0,mediocre,Everyone,['No Descriptors']
9982,Trials 2: Second Edition,['RedLynx'],['RedLynx'],,['Number Of Players'],2008-03-01 00:00:00,['PC'],['Racing'],8.0,great,,
9983,Odium,['Metropolis Software House'],['Monolith Productions'],,"['Number Of Players', 'Memory Card']",1999-11-16 00:00:00,['PC'],['Strategy'],7.0,good,Mature,"['Animated Blood', 'Animated Violence']"
9984,Zoo Disc Golf,['Sonalysts Combat Simulations (SCS)'],['Sonalysts Combat Simulations (SCS)'],,['Number Of Players'],2010-06-07 00:00:00,['Wii'],['Sports'],4.0,bad,Everyone,
9985,Car and Driver Presents Grand Tour Racing 98,['Eutechnyx'],"['Fillpoint', 'Activision']",,"['Memory Card', 'Number Of Players']",1997-11-17 00:00:00,['PlayStation'],['Racing'],6.0,okay,,
9986,F1 2015,['Codemasters Studios Birmingham'],"['Bandai Namco Games', 'Codemasters']",['F1 - FIA Formula One World Championship'],['Online Versus Multiplayer'],2015-07-10 00:00:00,"['Xbox One', 'PlayStation 4', 'PC']",['Racing'],4.8,bad,Everyone,"['No Descriptors', 'Includes online features that may expose players to unrated user-generated content']"
9987,Armored Core Formula Front -- Extreme Battle,['FromSoftware'],"['FromSoftware', 'Agetec']",['Armored Core'],"['Number Of Players', 'Memory Card']",2004-11-02 00:00:00,['PlayStation Portable'],"['Action', 'Strategy']",6.5,okay,Teen,['Fantasy Violence']
9988,N.O.V.A.: Near Orbit Vanguard Alliance,['Gameloft'],['Gameloft'],['NOVA - Near Orbit Vanguard Alliance'],"['Number Of Players', 'Online - VS Number Of Players', 'Online Leaderboards', 'Online', 'Local - VS # of Players', 'System Link / LAN', 'Online Versus Multiplayer']",2009-12-16 00:00:00,"['PlayStation Portable', 'Android', 'iPhone']",['Shooter'],8.5,great,,
9989,Sam & Max: Season Two -- Episode #1: Ice Station Santa,['Telltale Games'],"['GameTap', 'Telltale Games']",['Sam and Max'],['Number Of Players'],2007-11-08 00:00:00,['PC'],"['Adventure', 'Episodic']",8.0,great,,
9990,Sinner: Sacrifice for Redemption,['Dark Star Game Studios'],['Another Indie'],,,2018-10-18 00:00:00,"['PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox One']",['RPG'],6.3,okay,Mature,"['Violence', 'Blood']"
9991,Yu-Gi-Oh! 5D's Decade Duels,['Konami'],['Konami'],['Yu-Gi-Oh'],"['Number Of Players', 'Online - VS Number Of Players', 'Mic/Headset Voice', 'Online Leaderboards', 'Online']",2010-11-03 00:00:00,['Xbox 360'],['Strategy'],4.5,bad,Everyone,"['Mild Suggestive Themes', 'Mild Fantasy Violence']"
9992,Evolve,['Turtle Rock Studios'],['2K Games'],,"['Online', 'Asymmetrical Multiplayer', 'Online Co-Op Multiplayer']",2015-02-10 00:00:00,"['PC', 'PlayStation 4', 'Xbox One']",['Shooter'],9.0,amazing,Mature,"['Blood', 'Strong Language', 'Violence', 'Includes online features that may expose players to unrated user-generated content']"
9993,EVE Valkyrie,['CCP'],"['Sony Computer Entertainment', 'CCP']",['EVE'],"['Oculus Rift VR', 'PlayStation VR', 'VR', 'HTC Vive VR']",2016-03-28 00:00:00,"['PlayStation 4', 'PC']","['Action', 'Shooter', 'Flight']",7.9,good,Teen,"['Mild Language', 'Violence', 'Online Interactions Not Rated by the ESRB']"
9994,Steelseries Rival 300,,['SteelSeries '],,,,['PC'],['Hardware'],8.2,great,,
9995,Power Gig: Rise of the SixString,['Seven45 Studios'],['Seven45 Studios'],,,2010-10-19 00:00:00,"['PlayStation 3', 'Xbox 360']",['Music'],4.0,bad,Teen,"['Mild Lyrics', 'Mild Suggestive Themes']"
9996,BCT Commander,['Shrapnel Games'],['ProSIM'],,"['Memory Card', 'Number Of Players', 'Online']",2002-02-25 00:00:00,['PC'],['Strategy'],4.0,bad,Everyone,
9997,Klonoa: Door to Phantomile [1997],['Namco'],"['Bandai Namco Games', 'Namco', 'SIE Europe']",['Klonoa'],"['Memory Card', 'Memory Blocks']",1997-03-10 00:00:00,"['PlayStation 3', 'PlayStation Portable', 'PlayStation']",['Platformer'],8.0,great,Everyone,['No Descriptors']
9998,WWE 2K14,"[""Yuke's Media Creations""]",['Take-Two Interactive '],['WWE'],"['Offline Versus Multiplayer', 'Online Versus Multiplayer']",2013-10-29 00:00:00,"['Xbox 360', 'PlayStation 3']",['Wrestling'],8.7,great,Teen,"['Blood', 'Language', 'Suggestive Themes', 'Use of Alcohol', 'Violence', 'Includes online features that may expose players to unrated user-generated content']"
9999,Catherine,['Atlus'],"['Atlus', 'Deep Silver']",,,2011-02-17 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['Adventure'],9.0,amazing,Mature,"['Blood', 'Partial Nudity', 'Sexual Themes', 'Strong Language', 'Use of Alcohol', 'Violence']"
10000,Wild ARMs XF,['Media.Vision'],"['Xseed Games', 'Sony Computer Entertainment']",['Wild Arms'],"['Number Of Players', 'Console-To-Handheld System Link']",2007-08-09 00:00:00,['PlayStation Portable'],['RPG'],5.8,mediocre,Everyone 10+,"['Alcohol and/or Tobacco References', 'Fantasy Violence', 'Language', 'Suggestive Themes']"
10001,Plane Crazy,['SegaSoft'],['SegaSoft'],,"['Online', 'Number Of Players']",1998-03-19 00:00:00,['PC'],['Racing'],8.5,great,,
10002,Cyanide & Happiness: Freakpocalypse,['Explosm Entertainment'],['Serenity Forge'],['Cyanide and Happiness'],,2021-03-11 00:00:00,"['Nintendo Switch', 'PC']","['Adventure', 'Episodic']",5.0,mediocre,Mature,"['Use of Tobacco', 'Strong Language', 'Sexual Themes', 'Mature Humor', 'Drug References', 'Cartoon Violence', 'Blood']"
10003,Martian Gothic: Unification,['Creative Reality'],"['ACE (2)', 'TalonSoft', 'Take-Two Interactive ']",,"['Memory Card', 'Vibration', 'DualShock', 'Memory Blocks', 'EAX']",2000-05-04 00:00:00,"['PlayStation', 'PC']","['Action', 'Adventure']",7.9,good,Mature,"['Violence', 'Blood and Gore']"
10004,Top Gear Rally,['Boss Game Studios'],"['Nintendo', 'Kemco']",['Top Gear'],"['Memory Card', 'Vibration', 'Steering Wheel Support', 'Cartridge Save', 'Console-To-Handheld System Link', 'Offline Versus Multiplayer']",1997-10-01 00:00:00,['Nintendo 64'],"['Racing', 'Rally']",8.4,great,Everyone,['No Descriptors']
10005,Rooms: The Main Building,"['Hudson Soft', 'Natsume', 'HandMade Game']",['Hudson Soft'],['Rooms'],"['Number Of Players', 'Downloadable Content', 'Local - VS # of Players']",2010-03-23 00:00:00,"['Nintendo DS', 'Wii']","['Adventure', 'Puzzle']",5.0,mediocre,Everyone,['Mild Violence']
10006,Worms Reloaded,['Team17 Software'],['Team17 Software'],['Worms'],"['Number Of Players', 'Online - VS Number Of Players', '16:9', 'Online', 'Local - VS # of Players']",2010-08-26 00:00:00,"['Macintosh', 'PC']",['Strategy'],8.5,great,Everyone 10+,['Mild Cartoon Violence']
10007,Elements of Destruction,"['Black Lantern Studios', 'Frozen Codebase']","['ValuSoft', 'THQ']",,"['720p', 'Online', 'Multi-cartridge Multiplayer', 'Online Versus Multiplayer', 'Online Co-Op Multiplayer', 'Offline Versus Multiplayer', 'Offline Co-Op Multiplayer']",2007-12-19 00:00:00,"['Xbox 360', 'PC', 'Nintendo DS']",['Action'],7.0,good,Everyone 10+,['Mild Violence']
10008,Parappa The Rapper 2,"['SIE Japan Studio', 'Nana On-Sha']","['Sony Computer Entertainment', 'SCEI']",['PaRappa the Rapper / Um Jammer Lammy'],"['Vibration', 'Number Of Players', 'Memory Card']",2001-08-30 00:00:00,"['PlayStation 4', 'PlayStation 2']",['Music'],7.0,good,Everyone,['Comic Mischief']
10009,Family Pirate Party,['ARC System Works'],"['Aksys Games', '505 Games', 'ARC System Works']",,"['Local - VS # of Players', 'Number Of Players']",2009-01-27 00:00:00,['Wii'],['Party'],4.5,bad,Everyone 10+,"['Mild Cartoon Violence', 'Suggestive Themes']"
10010,Tennis Masters Series,['Microids'],['Microids'],,"['Online - VS Number Of Players', 'Number Of Players']",2001-11-20 00:00:00,['PC'],['Sports'],6.5,okay,Everyone,['No Descriptors']
10011,Borderlands 2,"['Gearbox Software', 'Iron Galaxy Studios']","['Sony Computer Entertainment', '2K Games']",['Borderlands'],"['Online', 'Online Co-Op Multiplayer']",2012-09-18 00:00:00,"['PlayStation Vita', 'Macintosh', 'PlayStation 3', 'Xbox 360', 'PC']","['RPG', 'Shooter']",9.0,amazing,Mature,"['Use of Alcohol', 'Sexual Themes', 'Language', 'Intense Violence', 'Blood and Gore', 'Includes online features that may expose players to unrated user-generated content']"
10012,Sinking Island,['White Birds Productions'],"['TBA', 'Microids', 'Wanadoo Edition']",,,2008-08-12 00:00:00,"['PC', 'Nintendo DS']",['Adventure'],6.5,okay,Rating Pending,"['Mild Blood', 'Mild Suggestive Themes', 'Mild Violence']"
10013,Gears 5,['The Coalition'],['Microsoft Game Studios'],['Gears of War'],,2019-09-10 00:00:00,"['Xbox Series X|S', 'PC', 'Xbox One']",['Shooter'],8.0,great,Mature,"['Blood and Gore', 'Intense Violence', 'Strong Language', ' Users Interact', ' In-Game Purchases']"
10014,Bloodborne: The Old Hunters,['FromSoftware'],['Sony Computer Entertainment'],['Bloodborne'],,2015-11-24 00:00:00,['PlayStation 4'],"['Action', 'DLC / Expansion']",8.0,great,,
10015,Castlevania [1999],['Konami Computer Entertainment Kobe (KCEK)'],['Konami'],['Castlevania'],['Memory Card'],1999-01-26 00:00:00,['Nintendo 64'],"['Action', 'Adventure']",8.2,great,Teen,"['Animated Violence', 'Blood']"
10016,CMT Presents: Karaoke Revolution Country,['Harmonix'],"['Konami', 'Ingram Entertainment']",,"['Memory Card', 'Number Of Players']",2006-02-27 00:00:00,['PlayStation 2'],['Music'],7.2,good,Everyone 10+,"['Lyrics', 'Suggestive Themes']"
10017,140,['Carlsen Games'],['Carlsen Games'],,,2013-10-16 00:00:00,"['PlayStation Vita', 'PlayStation 4', 'Xbox One', 'Nintendo 3DS', 'Wii U', 'Macintosh', 'PC']",['Platformer'],8.0,great,Everyone,['Mild Fantasy Violence']
10018,Phoenix Wright: Ace Attorney -- Spirit of Justice,['Capcom'],['Capcom'],['Ace Attorney'],,2016-09-08 00:00:00,['Nintendo 3DS'],['Adventure'],6.5,okay,Rating Pending,
10019,Underworld Ascendant,['OtherSide Entertainment'],['505 Games'],,,2018-11-15 00:00:00,"['Xbox One', 'PlayStation 4', 'PC']",['RPG'],3.0,awful,Teen,"['Blood', 'Violence']"
10020,Myth Makers: Trixie in Toyland,['Data Design Interactive'],"['Conspiracy Entertainment', 'Metro 3D (M3)']",['Myth Makers'],"['Number Of Players', 'Memory Card', 'DualShock', 'Memory Blocks']",2006-11-01 00:00:00,"['Wii', 'PC', 'PlayStation 2']",['Action'],1.4,unbearable,Everyone,['Mild Cartoon Violence']
10021,Links 2003: Championship Courses,['Microsoft'],['Microsoft'],['Links Golf'],"['Online', 'Number Of Players']",2002-10-01 00:00:00,['PC'],['Sports'],8.6,great,Everyone,['No Descriptors']
10022,Cult of the Lamb,['Massive Monster'],['Devolver Digital'],,,2022-08-11 00:00:00,"['PC', 'Nintendo Switch', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']",['Action'],8.0,great,Teen,"['Blood', 'Violence']"
10023,Sonic & All-Stars Racing Transformed,['Sumo Digital'],['SEGA'],['Sonic the Hedgehog'],"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Offline Versus Multiplayer', 'Online Versus Multiplayer', 'Steam Deck Verified']",2012-06-16 00:00:00,"['Wii U', 'iPhone', 'Android', 'Nintendo 3DS', 'PC', 'PlayStation Vita', 'Xbox 360', 'PlayStation 3']","['Action', 'Racing']",8.6,great,Everyone 10+,"['Mild Language', 'Animated Blood', 'Mild Cartoon Violence']"
10024,Avenging Spirit,"['Jaleco', 'DotEmu', 'C.P. Brain']","['Jaleco', 'DotEmu', 'Ratalaika Games']",,['Memory Card'],1991-12-31 00:00:00,"['Xbox Series X|S', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch', 'Xbox One', 'Nintendo 3DS', 'iPhone', 'Game Boy', 'Arcade']",['Action'],7.0,good,Teen,['Mild Violence']
10025,LEGO Batman 2: DC Super Heroes,"[""Traveller's Tales""]",['Warner Bros.  Interactive'],"['LEGO', 'DC Comics']",['Offline Co-Op Multiplayer'],2012-06-19 00:00:00,"['Wii U', 'PlayStation Vita', 'Macintosh', 'Xbox 360', 'PlayStation 3', 'Wii', 'Nintendo DS', 'Nintendo 3DS', 'PC']","['Action', 'Adventure']",5.5,mediocre,Everyone 10+,['Cartoon Violence']
10026,EA Sports Active,['EA Canada'],['Electronic Arts'],,"['Number Of Players', 'Local - Co-Op # of Players']",2009-05-19 00:00:00,['Wii'],['Sports'],7.8,good,Everyone,['No Descriptors']
10027,Tak and the Power of Juju,"['Avalanche Software (USA)', 'Helixe']",['THQ'],['Tak'],"['Memory Card', 'Vibration', 'Dolby Pro Logic II', 'Cartridge Save']",2003-10-15 00:00:00,"['PlayStation 2', 'GameCube', 'Game Boy Advance']","['Action', 'Adventure', 'Platformer']",7.9,good,Everyone,"['Animated Violence', 'Mild Animated Violence', 'Realistic Violence']"
10028,Bicycle Casino,['Leaping Lizard Software'],"['Activision', 'Ingram Entertainment']",,"['16:9', 'Number Of Players', 'Online']",2004-10-27 00:00:00,['Xbox'],['Casino'],3.7,awful,Teen,['Gambling']
10029,Dead Island Riptide,['Techland'],['Deep Silver'],['Dead Island'],['Online'],2013-04-23 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['Action'],7.2,good,Mature,"['Blood and Gore', 'Intense Violence', 'Strong Language', 'Use of Drugs', 'Includes online features that may expose players to unrated user-generated content']"
